,artist,count,genre
3364,Powfu,1,Hip-Hop
3365,Prefab Sprout,1,pop
3366,Pregnant Boy,2,Hip-Hop
3367,Present Company,1,indie
3368,Preston Pablo,1,Canadian
3369,Pretty Lights,3,electronic
3370,Primary,3,australian
3371,Prince,5,funk
3372,Project DJ Fire House,1,
3373,Prototype,1,Progressive metal
3374,Proux,2,funk
3375,Psalm Trees,7,Lo-Fi
3376,Psy,1,k-pop
3377,Puar,1,phonk
3378,Public,1,indie pop
3379,Public Enemy,10,Hip-Hop
3380,Pueblo Vista,1,electronic
3381,Pulp,12,britpop
3382,Puma Blue,3,Lo-Fi
3383,Puppet,3,pop punk
3384,Pure 100%,2,future bass
3385,Pure Gem,1,french
3386,Purple Disco Machine,7,House
3387,Purple Kiss,35,k-pop
3388,Pusha T,2,Hip-Hop
3389,Pyotr Ilyich Tchaikovsky,5,Classical
3390,QOOLAND,2,rock
3391,"QUICKLY, QUICKLY",1,Lo-Fi
3392,QURELESS,22,speedcore
3393,Quad City DJ's,1,pop
3394,Quality Control,1,Hip-Hop
3395,Quasimoto,2,Hip-Hop
3396,Queen,78,classic rock
3397,Queen Bee,1,female vocalists
3398,Queens of the Stone Age,3,Stoner Rock
3399,Quelle Chris,1,Hip-Hop
3400,Question.it,7,electronic
3401,Quiet Prophet,1,
3402,Quiet Riot,1,heavy metal
3403,Quin,3,soul
3404,Quok,130,future garage
3405,Quruli,1,japanese
3406,Qutabire,2,
3407,Qveen Herby,1,rnb
3408,R.Tee,2,Korean
3409,R3hab,1,House
3410,RABIES 999+,1,
3411,RAC,2,electronic
3412,RADWIMPS,52,J-rock
3413,RAE KHALIL,44,Hip-Hop
3414,RAISE A SUILEN,2,j-pop
3415,RANIA,1,k-pop
3416,"RDB feat. Manjeet Singh, MC Metz & MC Trix",1,
3417,REDALiCE,7,happy hardcore
3418,REO Speedwagon,3,classic rock
3419,RHYMESTER,33,Hip-Hop
3420,RIIZE,2,k-pop
3421,RIP SLYME,222,japanese
3422,RITCHRD,2,beats
3423,RKZ,6,rkz
3424,ROMderful,1,UK
3425,ROOK1E,1,instrumental
3426,ROSÉ,2,Rosé
3427,ROUND TABLE featuring Nino,1,j-pop
3428,RPG Maker 2003,1,
3429,RQ,6,ambient
3430,RQ vs DARIUS vs EUGENE,1,furry
3431,RUANN,1,japanese
3432,RYEOWOOK,2,k-pop
3433,RYKEYDADDYDIRTY,2,
3434,Rad Museum,34,Korean
3435,Radiohead,2,alternative
3436,Rae Sremmurd,1,Hip-Hop
3437,Rahel,3,seen live
3438,Rahmaan,1,
3439,Raiden,1,Drum and bass
3440,Raimu,1,Lo-Fi
3441,Rainbow,1,hard rock
3442,Rainbow Note,1,k-pop
3443,Rainych,1,j-pop
3444,Rakiyah,1,rnb
3445,Raleigh Ritchie,1,rnb
3446,Ralph Castelli,63,indie
3447,Ram Jam,1,classic rock
3448,Rameses B,8,Drum and bass
3449,Ramones,1,punk
3450,Ramzoid,1,trap
3451,Randy Travis,4,country
3452,Raon,17,Korean
3453,Raphael Saadiq,1,soul
3454,Rapsody,2,rap
3455,Rare Americans,1,rock
3456,Rarin,1,Hip-Hop
3457,Ratatat,1,electronic
3458,Rav,599,Hip-Hop
3459,Raveena,4,rnb
3460,Raven & Kreyn,2,french
3461,Ravi,2,k-pop
3462,Ravyn Lenae,143,rnb
3463,Rawtek,4,electronic
3464,Ray Barretto,1,salsa
3465,"Ray Parker, Jr.",1,80s
3466,Razihel,1,dubstep
3467,Re-Flex,4,new wave
3468,Reading Note,3,indie
3469,Reaper,1,ebm
3470,Rebbie Jackson,1,pop
3471,Red Hot Chili Peppers,4,rock
3472,Red Velvet,1051,k-pop
3473,Red Velvet - IRENE & SEULGI,25,k-pop
3474,Red Vox,1,Psychedelic Rock
3475,Red Zen,1,
3476,Reddy,1,Hip-Hop
3477,Redveil,2,rap
3478,Reef,2,rock
3479,Reel 2 Real,11,dance
3480,Reflex,12,pop
3481,Regal Lily,1,shoegaze
3482,Regard,5,House
3483,Reggie,4,Hip-Hop
3484,Regine Velasquez,4,OPM
3485,Rejection,186,Nu Metal
3486,Rejection; Renko,1,
3487,Rejjie Snow,11,Hip-Hop
3488,Reki,1,instrumental hip-hop
3489,Relaxing Instrumental Jazz Academy,2,jazz
3490,Relaxing Instrumental Jazz Ensemble,1,instrumental
3491,Relect,2,japanese
3492,Rema,1,afrobeats
3493,Remi Wolf,101,seen live
3494,Remigai,1,indie
3495,Remo Drive,1,emo
3496,Remzcore,1,electronic
3497,Ren Carter,8,
3498,ReoNa,1,j-pop
3499,Reol,268,j-pop
3500,Requin Chagrin,2,dream pop
3501,Residente,1,puerto rico
3502,Resistenz,1,
3503,Resonance Orchestra,1,
3504,Respon,1,
3505,Retro Girl,1,
3506,Reva DeVito,1,soul
3507,Revel,2,alternative metal
3508,Revocation,1,Technical Death Metal
3509,Rex Orange County,43,indie pop
3510,Reyanna Maria,5,philippines
3511,Rezonate,1,dubstep
3512,Rhapsody,16,Power metal
3513,Rhapsody of Fire,1,Power metal
3514,Rheehab,1,rnb
3515,Rherherherh,1,
3516,Rhodes Rodosu,1,future funk
3517,Rhodz,1,electronic
3518,Rhye,1,soul
3519,Rib:y(uhki),1,metalcore
3520,Ric Wilson,2,rap
3521,Rich Brian,6,Hip-Hop
3522,Rich the Kid,1,Hip-Hop
3523,RichaadEB,1,metal
3524,Richard Caddock,3,UK
3525,Richard Jacques,2,video game music
3526,Rick Astley,84,pop
3527,Rick Rack,4,japanese
3528,Rick Ross,1,Hip-Hop
3529,Rick Springfield,1,80s
3530,Ricky Martin,1,latin
3531,Ricky Montgomery,1,indie
3532,Ricky Reed,2,Hip-Hop
3533,Rico Nasty,4,trap
3534,Riff Raff,8,Hip-Hop
3535,Right Said Fred,1,pop
3536,Rihanna,10,pop
3537,Riku,2,japanese
3538,Rilo Kiley,1,indie
3539,Rina Sawayama,11,pop
3540,Ringo Starr,1,classic rock
3541,Rini,7,rnb
3542,Riot,3,heavy metal
3543,Riot Shift,1,hardcore
3544,RiraN,2,Korean
3545,Rish,136,denpa
3546,Risso,2,k-pop
3547,River Tiber,59,rnb
3548,Rivers of Nihil,1,Technical Death Metal
3549,Riverside Creature,1,
3550,RoBKTA,54,video game music
3551,Rob $tone,1,Hip-Hop
3552,Rob Araujo,95,jazz
3553,Robert B,1,progressive trance
3554,Robert Glasper,1,jazz
3555,Robert Glasper Experiment,1,jazz
3556,Robert Schumann,4,Classical
3557,Robert de Boron,1,Jazz Hop
3558,Robot Orchestra,2,post-hardcore
3559,Robyn,2,pop
3560,Roch Voisine,1,Canadian
3561,Rocket Punch,5,k-pop
3562,Rocking doll Ahri,1,Korean
3563,Roddy Ricch,1,Hip-Hop
3564,Rogue,9,dubstep
3565,Rogue Wave,1,indie
3566,Roldan Law,1,bounce
3567,Rolling Quartz,2,k-rock
3568,Romain Curtis,1,electro
3569,Roman Revolution,1,
3570,Ron Trent,1,House
3571,Roshi Ryu,1,
3572,Roska,3,uk funky
3573,Rosé,3,Rosé
3574,Rotteen,11,happy hardcore
3575,RoughSketch,6,hardcore
3576,Round Wave Crusher,1,speedcore
3577,Roy Blair,1,indie pop
3578,Roy Hargrove,1,jazz
3579,Royal Blood,3,rock
3580,Royal Republic,1,seen live
3581,Ruben Studdard,1,rnb
3582,Ruby,1,trip-hop
3583,Ruby Ibarra,1,rap
3584,Rudimental,1,seen live
3585,Ruel,1,pop
3586,Ruffin,1,pop
3587,Ruins,1,experimental
3588,Ruins Alone,11,seen live
3589,Ruki,5,Hip-Hop
3590,Run the Jewels,173,Hip-Hop
3591,Rung hyang,4,japanese
3592,Run–D.M.C.,2,rap
3593,Rupert Holmes,2,pop
3594,Rush,1,Progressive rock
3595,Ruth Anna Mendoza,1,
3596,Ryan,2,trip-hop
3597,Ryan Beatty,2,pop
3598,Ryohu,2,japanese
3599,Ryos,1,electronic
3600,Ryu,1,Hip-Hop
3601,Ryunosuke Kudo,4,trance
3602,Ryusenkei,1,city pop
3603,Röyksopp,2,electronic
3604,S I M,1,Lo-Fi
3605,S.E.S.,1,k-pop
3606,S3RL,1,happy hardcore
3607,SAAY,10,Korean
3608,SAKANAMON,3,japanese
3609,SALVALAI,1,jazz
3610,SAMURAI JACK UNIVERSE,1,indie
3611,SARA-J,1,japanese
3612,SCREEN jazzmaster,1,jazzhop
3613,SE SO NEON,46,indie
3614,SEBii,1,cloud rap
3615,SEGA Sound Team,8,video game music
3616,SEKAI NO OWARI,1,J-rock
3617,SEULGI,117,k-pop
3618,SEVENTEEN,1,k-pop
3619,SEVENTEEN AGAiN,3,pop punk
3620,SFC.JGR,1,Korean
3621,SG Lewis,15,electronic
3622,SHE IS SUMMER,2,japanese
3623,SHERBETS,1,rock
3624,SHIHORI,2,touhou
3625,SHINee,286,k-pop
3626,SHISHAMO,12,female vocalists
3627,SHOGONODO,1,beats
3628,SHREK IS LOVE,1,jazz
3629,SISTAR19,1,k-pop
3630,SLR,6,Hip-Hop
3631,SM Classics TOWN Orchestra,2,Classical
3632,SMMT,1,dj
3633,SMTOWN,1,Korean
3634,SMUV,7,beats
3635,SNOW SMILE,40,
3636,SNUPER,1,k-pop
3637,SOB x RBE,6,hip hop
3638,"SOIL & ""PIMP"" Sessions",1,jazz
3639,SONAMOO,1,k-pop
3640,SONN,1,chillout
3641,SOULBYSEL,1,Korean
3642,SOYEON of (G)I-DLE,223,k-pop
3643,SOYOU,2,k-pop
3644,SP-MATO,2,germany
3645,SPACEGIRL GEMMY,1,rap
3646,SRB,1,hardcore
3647,STAYC,24,k-pop
3648,STEREO DIVE FOUNDATION,1,japanese
3649,STLNDRMS,2,experimental
3650,STRAANGE,1,hip hop
3651,STRFKR,1,electronic
3652,SUB:LIMINAL,1,Drum and bass
3653,SUBARASHIKA,2,japan
3654,SUI UZI,3,future funk
3655,SUKISHA,1,japanese
3656,SUMIN,3,k-pop
3657,SUMMER CAKE,3,Korean
3658,SUNMI,142,k-pop
3659,SUPER BEAVER,4,japanese
3660,SURL,9,indie pop
3661,SUSHIBOYS,2,japanese
3662,SWIM SWEET UNDER SHALLOW,6,indie
3663,SWING HOLIC (from SOUND HOLIC),5,jazz
3664,SWV,3,rnb
3665,SWØRN,1,Lo-Fi
3666,SZA,246,rnb
3667,Saba,59,hip hop
3668,Sabai,1,future bass
3669,Sabi,13,ambient
3670,Sabrina Claudio,3,rnb
3671,Sachie Hiraga & Homecomings,1,japan
3672,Sacra,1,J-rock
3673,Sade,2,soul
3674,Saevom,1,indie
3675,Sage the Gemini,1,Hip-Hop
3676,SahBabii,2,trap
3677,Saib,3,Lo-Fi
3678,Saiko,3,rock chileno
3679,Saikon,1,Drum and bass
3680,Saint Maud,1,
3681,Sakanaction,2,electronic
3682,Sakujo,1,electronic
3683,Sakuzyo,110,Bemani
3684,Salt Cathedral,1,indie
3685,Salt-N-Pepa,1,Hip-Hop
3686,Salter Cane,3,Alt-country
3687,Salvatore Ganacci,8,Sweden
3688,Sam Cooke,1,soul
3689,Sam Feldt,1,House
3690,Sam Gellaitry,7,future bass
3691,Sam Kim,8,Korean
3692,Sam Smith,3,soul
3693,Sam Taylor,1,pop
3694,Sam Wise,2,hip hop
3695,Samantha Fox,1,80s
3696,Sambomaster,1,J-rock
3697,Samm Henshaw,3,soul
3698,Samsa,5,dark ambient
3699,Samwise,3,instrumental
3700,Samyra,1,metalcore
3701,San Holo,2,electronic
3702,Sandy Mental,2,
3703,Sangatsu no Phantasia,4,anime
3704,Sango,1,beats
3705,Santana,1,rock
3706,Saoirse Dream,1,hyperpop
3707,Sara,1,seen live
3708,Sara Gazarek,1,jazz
3709,Sarah Brightman,1,female vocalists
3710,Sarah Kang,2,indie
3711,Sarah Vaughan,2,jazz
3712,Sarcastic Sounds,1,Lo-Fi
3713,Sasha Alex Sloan,1,indie pop
3714,Sasha Sloan,1,pop
3715,Satella,1,japanese
3716,Satellite Young,1,j-pop
3717,Sault,4,soul
3718,Savage Garden,2,pop
3719,Savage States,5,
3720,Savant,3,dubstep
3721,Save Us from the Archon,1,Progressive metal
3722,Savoy,2,norwegian
3723,Saweetie,29,better than selena gomez
3724,Sax Ruins,7,free jazz
3725,Saxi,2,touhou
3726,Saï T,2,
3727,ScHoolboy Q,6,Hip-Hop
3728,Scandal,2,J-rock
3729,Scary Pockets,25,funk
3730,Scary Sounds,11,halloween
3731,Scary`P,2,
3732,Schade,1,USA
3733,Schaufel und Spaten,1,rap
3734,Schmiddunsk,1,Lo-Fi
3735,Schwank,685,
3736,Schwey,2,soul
3737,Scorpions,1,hard rock
3738,Scuare,8,Hip-Hop
3739,Se Young,1,
3740,Sea Wolf,3,indie
3741,Seals & Crofts,3,soft rock
3742,Seals And Crofts,5,soft rock
3743,Sean Chung,1,K-RAP
3744,Sean Kingston,3,rnb
3745,Seatbelts,10,jazz
3746,Sebastian,3,electro
3747,Second Aunt KimDaVi,1,Trot
3748,Secret Spot,1,
3749,Sefa,1,frenchcore
3750,Sega,1,video game music
3751,Seiho,3,electronic
3752,Seiryu,1,electronic
3753,Sekai,1,japanese
3754,Sekaiichi,2,indie
3755,Selah Sue,1,soul
3756,Seneca B,4,instrumental hip-hop
3757,Sense of life,1,
3758,Seo actor,2,
3759,Seori,96,Korean
3760,Seoulmoon,3,Korean
3761,Septilateral,15,
3762,Serena Isioma,3,rnb
3763,Serena Ryder,1,Canadian
3764,Sergei Rachmaninoff,1,Classical
3765,Serpentine Dominion,6,death metal
3766,Serph,4,electronic
3767,Seven Lions,3,dubstep
3768,Seventeen,36,k-pop
3769,Seventeen Years Old and Berlin Wall,1,shoegaze
3770,Sevish,13,electronic
3771,Sewerslvt,4,breakcore
3772,Shades,1,electronic
3773,Shaggy,5,reggae
3774,Shakatak,2,Smooth Jazz
3775,Shakin' Stevens,2,Rock and Roll
3776,Shakira,3,pop
3777,Sharou,2,instrumental
3778,Shaun,2,k-pop
3779,Shawn Mendes,4,pop
3780,Shawn Wasabi,14,electronic
3781,Shawn Wasabi + YDG feat. YUNG GEMMY,1,
3782,She,1,chiptune
3783,She Her Her Hers,1,shoegaze
3784,She Wants Revenge,1,post-punk
3785,Sheena Easton,2,pop
3786,Sheena Lee,1,
3787,Sheena Ringo,2,japanese
3788,Sheila E.,1,80s
3789,Sheryl Crow,1,female vocalists
3790,Shibayan,295,touhou
3791,Shibayan Records,1,touhou
3792,ShibayanRecords,8,touhou
3793,Shield Patterns,12,trip-hop
3794,Shiggy Jr.,2,japanese
3795,Shiki,9,trance
3796,Shima,6,malaysia
3797,Shimal,1,trance
3798,Shimon Hoshino,3,chillout
3799,Shin Sakiura,5,japanese
3800,Shing02,1,Hip-Hop
3801,Shingo Sekiguchi,1,nu jazz
3802,Shinjo Akane (CV: Reina Ueda),1,
3803,Shintaro Sakamoto,14,japan
3804,Shion Hinano,1,japanese
3805,Shirley Bassey,3,jazz
3806,Shiro Schwarz,1,Disco
3807,Shiruetto,2,argentina
3808,Shlohmo,3,experimental
3809,Shoji Meguro & Lyn,17,
3810,Shokk,1,Hard Trance
3811,Shota Shimizu,5,japanese
3812,Shotgun Willy,1,Hip-Hop
3813,Shout it Out,1,rock
3814,Show Chick Boy,1,
3815,Shubh Saran,2,jazz fusion
3816,Shuko,2,Hip-Hop
3817,Shura,2,pop
3818,Shy Cope,2,trip hop
3819,Sia,8,female vocalists
3820,Siames,2,electronic
3821,Siamese Cats,3,japan
3822,Side A,2,OPM
3823,Sidney Gish,1,indie pop
3824,Sidney Mohede,1,worship
3825,Sigrid,2,pop
3826,Sik World,1,rap
3827,Sik-K,16,best of 2017
3828,Silent Siren,8,j-pop
3829,Silentroom,6,japanese
3830,Silentó,1,hip hop
3831,Silica Gel,8,synthpop
3832,Silo,1,
3833,Silvana Estrada,1,folk
3834,Simon & Garfunkel,2,folk
3835,Simon Dominic,7,Korean
3836,Simple Minds,8,new wave
3837,Simple Plan,1,rock
3838,Sinead Harnett,1,rnb
3839,Sinfonia Of London,1,Classical
3840,Siouxsie and the Banshees,8,post-punk
3841,Sir,4,rnb
3842,Sirup,35,japanese
3843,Sister Sledge,5,Disco
3844,Six Feet Under,2,death metal
3845,Siyeon (Dreamcatcher),2,Korean
3846,Skeptika,1,Hip-Hop
3847,Ski Mask the Slump God,1,Hip-Hop
3848,Skinny Brown,1,Hip-Hop
3849,Skirt,4,techno
3850,Skirt&PUNPEE,1,
3851,Skoolie Escobar,2,Hip-Hop
3852,Skrillex,62,dubstep
3853,Skrxlla,1,Hip-Hop
3854,Sky Ferreira,1,pop
3855,Skylar Spence,2,vaporwave
3856,SlackCircus,3,up
3857,Slade,1,glam rock
3858,Slander,2,heavy metal
3859,Slate,1,electronic
3860,Slayer,3,thrash metal
3861,Slayyyter,1,pop
3862,Sleep warp,4,japanese
3863,Sleepy Fish,15,chillhop
3864,Sleepy Hallow,1,rap
3865,Sleigh Bells,1,electronic
3866,Sless Praismo,1,chill
3867,Slick Shoota,1,Juke
3868,Slim.,4,hip hop
3869,Slint,2,post-rock
3870,Slips & Slurs,2,dubstep
3871,Sloppy Jo,1,
3872,Slow Hollows,1,alternative
3873,Slowgold,4,swedish
3874,Smash Mouth,36,rock
3875,Smeeagain,1,beats
3876,Smeyeul.,2,instrumental
3877,Smino,5,rap
3878,Smog,1,singer-songwriter
3879,Smoke Trees,19,instrumental hip-hop
3880,Smokey Robinson & The Miracles,1,soul
3881,Snail Mail,1,seen live
3882,Snail's house,139,future bass
3883,Snails,1,rock
3884,Snakehips,4,electronic
3885,Snarky Puppy,10,jazz
3886,Snazzy,1,
3887,Snoh Aalegra,2,soul
3888,Snoop Dogg,2,Hip-Hop
3889,Snow Smile x nyankobrq,1,
3890,Snowk,1,electronic
3891,Snowmine,12,indie
3892,So Juice,2,hardstyle
3893,So Soo Bin,1,Korean
3894,So This Is Suffering,1,deathcore
3895,So!YoON!,14,k-indie
3896,So-Ma:p,6,
3897,Sober Bear,5,
3898,Soccer Mommy,3,indie pop
3899,Sody,1,pop
3900,Sofasound,1,USA
3901,Sofia Kourtesis,2,electronic
3902,Soft Cell,3,new wave
3903,Soft Machine,1,Progressive rock
3904,Soft Powers,1,dream pop
3905,Softwilly,1,USA
3906,Sokoninaru,6,math rock
3907,Solah,1,UK
3908,Solange,1,rnb
3909,Solar,32,Power metal
3910,Solardo,1,House
3911,Sole,6,Hip-Hop
3912,Solji,1,Korean
3913,Somdef,2,k-rnb
3914,Somi,5,jazz
3915,Somnium Sound,1,dubstep
3916,Son of Kick,1,dubstep
3917,Son of Kick feat. Lady Leshurr & Paigey Cakey,1,
3918,Sonata Arctica,3,Power metal
3919,Sonic Youth,2,alternative
3920,Sonny Fodera,4,House
3921,Sonny Side Up,1,USA
3922,Soooo,17,japanese
3923,Sophia James,2,
3924,Sophie,34,bubblegum bass
3925,Sophie Park,1,
3926,Sorel,1,french pop
3927,Soreption,1,Technical Death Metal
3928,Sori,3,better than selena gomez
3929,Sorrow,1,neofolk
3930,Souls of Mischief,2,Hip-Hop
3931,Sound Schedule,1,J-rock
3932,Sound Souler,5,electronic
3933,Soupnote,1,indie
3934,Soutaiseiriron,190,japanese
3935,Soyeon,22,T-ara
3936,Space Laces,3,dubstep
3937,Spandau Ballet,8,80s
3938,Spangle call Lilli line,1,japanese
3939,Sparklehorse,2,indie
3940,Spawn of Possession,2,Technical Death Metal
3941,Spazzkid,1,chillwave
3942,Special Request,1,jungle
3943,Speechless,6,Lo-Fi
3944,Spice Girls,5,pop
3945,Spillage Village,4,rap
3946,Spinall,2,nigeria
3947,Spiral Drive,1,psychedelic
3948,Spongebob Squarepants,3,Soundtrack
3949,Spooky Black,1,cloud rap
3950,Spoon,1,indie
3951,SpoonBeats,2,chill
3952,Sports & Music,1,
3953,Square Enix Music,16,Soundtrack
3954,Square Perception,4,electronic
3955,Squarepusher,1,idm
3956,Squid Sisters,1,splatoon
3957,Srav3R,124,japanese
3958,Srezcat,8,House
3959,St. Mic,2,jazz
3960,Sta,1,electronic
3961,Stafford Brothers,1,electronic
3962,Stalley,1,Hip-Hop
3963,Stamp,2,electronic
3964,Stan Bush,1,rock
3965,Stan Forebee,5,instrumental hip-hop
3966,Stanaj,1,pop
3967,Standing Egg,1,Korean
3968,StarBoi3,241,rap
3969,Starbuck,2,soft rock
3970,Stardust Revue,1,j-pop
3971,Starfucker,1,electronic
3972,Starjunk 95,2,electronic
3973,Starlette,1,synth rock
3974,Starley,1,dance
3975,Stars of the Lid,1,ambient
3976,Starship,6,80s
3977,Starslav,1,Sweden
3978,Statik Selektah,4,Hip-Hop
3979,Steelheart,1,hard rock
3980,Steely Dan,130,classic rock
3981,Stella Jang,6,Korean
3982,Stellar,1,k-pop
3983,Stendahl,1,chillout
3984,Stephanie Mabey,1,alternative
3985,Stephen Bishop,3,classic rock
3986,Stephen Walking,1,dubstep
3987,Stereo FEAR,1,
3988,Stereolab,1,electronic
3989,Steve Lacy,215,jazz
3990,Steve Perry,1,classic rock
3991,Steve Tyrell,2,jazz
3992,Steve ´n´ Seagulls,1,bluegrass
3993,Steven Universe,1,Soundtrack
3994,Stevie Nicks,36,female vocalists
3995,Stevie Wonder,12,soul
3996,Still Woozy,252,bedroom pop
3997,Sting,1,rock
3998,Stonebank,6,dubstep
3999,Stormzy,1,Grime
4000,Stratovarius,5,Power metal
4001,Strawberry Girls,1,math rock
4002,Strawberry Station,3,future funk
4003,Stray Cats,1,rockabilly
4004,Stray Kids,41,k-pop
4005,Street,14,trance
4006,Strehlow,2,electronic
4007,Stripe,1,japanese
4008,Stripe.P,1,
4009,Stromae,2,electronic
4010,Strong Maurice,2,instrumental hip-hop
4011,Stuck in your radio,3,seen live
4012,Student 1,1,electronic
4013,Studio Killers,1,electronic
4014,Stuts,265,Hip-Hop
4015,Su Lee,3,pop
4016,Sub Focus,1,Drum and bass
4017,Sub Urban,1,noise
4018,SubTrailss,2,Lo-Fi
4019,Subtact,13,electronic
4020,Subtronics,3,dubstep
4021,Such,117,j-pop
4022,Suchmos,1,japanese
4023,Suffocation,1,death metal
4024,Suffokate,2,deathcore
4025,Sugar&Co.,5,chinese
4026,Sugar's Campaign,2,japanese
4027,Suhail Ahmad,1,
4028,Sultan of the Disco,3,Korean
4029,Sumika,1,japanese
4030,Summer Soul,4,dream pop
4031,Summer Walker,2,rnb
4032,Summer Was Fun,1,electronic
4033,Sungazer,26,jazz fusion
4034,Sunny,1,SNSD
4035,Sunny Day Service,52,japanese
4036,Sunny Lax,1,trance
4037,Sunset Rollercoaster,1,indie
4038,Sup Nasa,2,jazz fusion
4039,SuperM,74,k-pop
4040,Supercombo,1,indie
4041,Superfly,1,j-pop
4042,Superfruit,1,pop
4043,Superglue,1,pop
4044,Supermega,1,comedy
4045,Supernaive,1,electronic
4046,Supertramp,2,classic rock
4047,Suran,4,k-pop
4048,Sure Sure,1,indie pop
4049,Surface,2,japanese
4050,Survivor,5,rock
4051,Susan 수잔,1,Korean
4052,Sushi Killer,11,electronic
4053,Suspended 4th,1,J-rock
4054,Sutton Foster,1,Broadway
4055,Swarvy,1,beats
4056,Sweatson Klank,1,beats
4057,Swedish House Mafia,1,House
4058,Sweet John,1,taiwanese
4059,Sweet The Kid,3,singer-songwriter
4060,Sweet Trip,118,shoegaze
4061,Sweet William,4,Gothic Rock
4062,Swim Mountain,5,psychedelic
4063,Swing,2,pop
4064,Swing Of the Dead,3,jazz
4065,Swing Out Sister,1,pop
4066,Swings,2,Korean
4067,SwuM,20,electronic
4068,Syd,316,rnb
4069,Syd Matters,2,singer-songwriter
4070,Synthion,6,happy hardcore
4071,System of a Down,1,metal
4072,Ságan,7,colombian
4073,Sébastien Tellier,1,electronic
4074,Sérgio Mendes,7,Bossa Nova
4075,Sơn Tùng M-TP,3,vietnamese
4076,T-ARA,6,k-pop
4077,T-Bow,1,
4078,T.Check,2,Hip-Hop
4079,T1419,2,Korean
4080,T3nzu,1,electronic
4081,TAEMIN,16,k-pop
4082,TAEYEON,42,k-pop
4083,TAEYONG,72,NCT
4084,TALES_FOR_NIGHTCLUBS,1,electronic
4085,TANE,3,electronic
4086,TANO*C Sound Team,2,
4087,TANUKI,5,happy hardcore
4088,TCY Force,1,electronic
4089,TEEN TOP,1,k-pop
4090,TEMPLIME,33,House
4091,"TEMPLIME, Nicole Curry",1,
4092,TEMPLIME; Nicole Curry,1,
4093,TEMPOREX,18,Lo-Fi
4094,TEMPURA KIDZ,6,japanese
4095,TESK,10,chillout
4096,THAMA,5,Korean
4097,THE BOYZ,1,k-pop
4098,THE LED SNAIL,2,
4099,THE NOVEMBERS,1,shoegaze
4100,THE ORAL CIGARETTES,16,alternative
4101,THEY.,1,rnb
4102,THURSDAY'S YOUTH,1,indie
4103,TIDES.,2,instrumental hip-hop
4104,TK from Ling tosite sigure,24,japanese
4105,TK from 凛として時雨,4,japanese
4106,TLC,2,rnb
4107,TNGHT,2,trap
4108,TNT,1,hard rock
4109,TO1,2,k-pop
4110,TOKiMONSTA,2,electronic
4111,TOMITA LAB,4,japanese
4112,TOMORROW X TOGETHER,10,k-pop
4113,TOPHAMHAT-KYO,35,Hip-Hop
4114,TOPS,5,indie
4115,TORIENA,6,chiptune
4116,TOSHIKI HAYASHI(%C),4,japanese
4117,TRFN,4,electronic
4118,TRI.BE,3,k-pop
4119,TRINIX REMIX,1,
4120,TRIPLE777,1,punk
4121,TRU,2,rap
4122,TTNG,2,math rock
4123,TV Girl,5,indie pop
4124,TVXQ!,10,k-pop
4125,TWENTY88,1,rnb
4126,TWICE,970,k-pop
4127,TWRP,3,synthwave
4128,Tabber,54,Korean
4129,Tabby,2,rap
4130,Tabu,1,reggae
4131,Tade Dust,1,j-rap
4132,Taeha Types,2,keyboards
4133,Tah.,1,chillhop
4134,Tahta,1,pop
4135,Tahta Menezes,5,Bossa Nova
4136,Taichi Mukai,1,rnb
4137,Taiko Super Kicks,1,male vocalists
4138,Taiyoh,2,
4139,Taka Perry,1,post-rock
4140,Takanashi Kiara,21,hololive
4141,Taken by Trees,1,swedish
4142,Taku Inoue,1,japanese
4143,Talk,1,shoegaze
4144,Talk Talk,5,new wave
4145,Talking Heads,3,new wave
4146,Tall Black Guy,1,Hip-Hop
4147,Tally Hall,1,indie
4148,Tama Gucci,1,electronic
4149,Tame Impala,32,Psychedelic Rock
4150,Tanchiky,4,japanese
4151,Tanger,1,french
4152,Tank,3,heavy metal
4153,Tanuki,3,happy hardcore
4154,Tape Five,2,lounge
4155,Taryn Spilmann,1,jazz
4156,Taryn Szpilmann,1,jazz
4157,Tate McRae,3,pop
4158,Tattoo Colour,1,thai
4159,Tavares,12,Disco
4160,Taygeto,1,trance
4161,Taylor Dayne,1,80s
4162,Taylor Graves,1,
4163,Taylor Swift,10,country
4164,Tchami,1,House
4165,Team Grimoire,32,trance
4166,Team.ねこかん[猫],1,rock
4167,Tears for Fears,22,new wave
4168,Tech N9ne,2,rap
4169,Technikore,3,happy hardcore
4170,Technotronic,1,dance
4171,Teddy Killerz,1,Drum and bass
4172,Teddy Pendergrass,1,soul
4173,TeddyLoid,59,electronic
4174,Teebs,8,downtempo
4175,Teedra Moses,173,rnb
4176,Tegan and Sara,6,indie
4177,Tei Shi,19,female vocalists
4178,Televisor,1,nu-disco
4179,Telomic,1,liquid funk
4180,Teminite,1,dubstep
4181,"Temperature of Saying ""Hi""",1,
4182,Ten,1,hard rock
4183,Ten Tonnes,2,seen live
4184,Ten Years After,1,blues rock
4185,Tendencies,1,trance
4186,Tendre,3,japanese
4187,Tennis,119,indie pop
4188,Tenny,1,pop
4189,Tennyson,2,electronic
4190,Tera Melos,3,math rock
4191,Teriyaki Boyz,6,Hip-Hop
4192,Terrace Martin,14,Hip-Hop
4193,Terrifying Girls High School,3,screamo
4194,Tesla,1,hard rock
